job_title,company_name,location,about,responsibilities,qualifications,preferred_qualifications,skills,education,compensation,minimum_years_experience,original_url,original_epoch_time,original_api_salary_min,original_api_salary_max,original_id
nan,nan,nan,,[],[],[],"['non tech', 'sales']",[],[],,https://remoteOK.com/remote-jobs/remote-1093182,1747332001,40000,67500,1093182
Member Support Unicorn,Interaction Design Foundation,Europe,,[],[],"['You get bonus points', ""if the art of writing isn't just a skill, but a passion. You find joy in crafting each sentence with care and precision."", 'You have a genuine curiosity about user experience (UX) design', 'and are interested in how it can improve the quality of life for people around the world.', 'You love making complex concepts accessible', "", and you enjoy teaching or explaining ideas in a way that's engaging and easy to understand."", 'You have an exceptional talent for creating structure', "", and you take pride in organizing processes and tasks in a way that's efficient and clear."", 'What We Can Offer', 'A highly valued role', "": Many organizations undervalue admin and support employees, but at IxDF, you'll be joining one of our most valued and cherished teams. Your contributions will be recognized as essential to our success."", 'Opportunities for growth and impact', "": At IxDF, you'll have room to grow professionally while making a real difference. You'll contribute to projects that directly impact our global community, adding value to the educational experience of thousands of learners."", 'A Global, Purpose-Driven Team', '– Work alongsideÂ', 'passionate professionals', 'from all over the world, united by a common mission.', 'Engagement with a Thriving Global Community', ""– You'll have the opportunity to support and interact with ourÂ"", 'local groups, educational partners, and community initiatives', "". Whether it's helping organizeÂ"", 'IxDF Local Groups', ', facilitating partnerships with educational institutions, or engaging with our vibrantÂ', 'design community', ', your work will contribute to aÂ', 'stronger, more connected global network of UX professionals and learners', '.', 'AÂ', 'full-time position', ', within a fully remote organization. DailyÂ', 'video-based collaboration', ""with your colleagues from elsewhere on the planet, and you'll get to meet up on team trips every year."", 'A work culture with noÂ', 'fluffy titles, political agendas and corporate drama', '. Your colleagues valueÂ', 'your warm character, your strong work ethic, and the results you deliver.', ""Junior or senior, if you embody old-school virtues of always striving to deliver results, learn and become better every day, you'll thrive at the IxDF."", 'A daily mission to help impact,Â', 'empower, and enrich the lives of millions of people', 'by creatingÂ', 'affordable high-end design education', ""for everyone across the planet. It'll be yours too."", 'A companyÂ', 'where the distance between idea and execution is minimal.Â', ""We're a highly agile organization withÂ"", 'zero bureaucracy or corporate politics', '– and withÂ', 'exceptional order and efficiency', '.', 'A company culture where', 'passion meets high performance and excellence', '. To help us improve the world (and yourself in the process),Â', ""you'll need grit, strong work ethic, long-term thinking, and self-discipline"", '.', 'We thrive because we have aÂ', 'hands-on attitude and a bias towards action', ""as opposed to fluff-filled, unrealistic strategies. You'll needÂ"", 'crisp execution skills yourself', 'and the ability toÂ', 'impress your colleagues with concrete results', "", just like they'll impress you."", 'How to Learn More and ApplyÂ', 'Â', 'To submit your application as well as learn more about our Work Culture and Values, please visitÂ', 'https://www.interaction-design.org/about/careers', 'Â', 'Please apply as soon as you can—we\'re firm believers of ""the sooner, the better"" and we\'re looking forward to working with you!Â', ""Please mention the word **LUCRATIVE** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]","['admin', 'customer support', 'social media']",[],[],,https://remoteOK.com/remote-jobs/remote-member-support-unicorn-interaction-design-foundation-1093181,1747309301,10000,750000,1093181
Staff Frontend Engineer,Notabene,Notabene,,"['Lead the design and development of scalable front-end and full-stack solutions with a focus on maintainability and performance.', 'Collaborate closely with product, design, and engineering teams to define technical requirements and deliver high-quality features.', 'Own and drive complex projects from concept to deployment, ensuring alignment with business goals and technical standards.', 'Mentor and coach junior engineers, providing constructive code reviews and fostering a culture of continuous learning.', 'Contribute to the evolution of our engineering practices, tooling, and architecture to support rapid growth and innovation.', 'Participate in live coding and system design sessions to solve challenging problems and improve system reliability.', 'Must-Have Qualifications', '4+ years of professional software engineering experience, preferably with a focus on front-end development and full-stack capabilities', 'Proven ability to lead projects and collaborate cross-functionally, demonstrating strong communication and mentorship skills', 'Experience working in fast-paced, high-autonomy environments where initiative and self-motivation are essential', 'Solid understanding of TypeScript and modern web frameworks; ability to quickly learn new technologies such as SvelteKit', 'Demonstrated track record of delivering complex software solutions from concept to production, with attention to detail and quality', 'Experience in FinTech, crypto, or related domains is highly desirable but not mandatory, with a willingness to quickly learn the space', 'Comfortable working in a meritocratic, results-driven culture that values flow state productivity and ownership of outcomes']",[],"['Experience in FinTech or blockchain sectors, especially with front-end technologies', 'Prior exposure to financial institutions and AML compliance processes', 'Proficiency in TypeScript and familiarity with modern front-end frameworks like SvelteKit or React', 'Understanding of privacy and security standards (SOC2, ISO27001, GDPR)', 'Experience working in fast-paced, autonomous environments with a focus on delivering high-quality code across the full stack', 'Demonstrated ability to mentor and coach junior engineers', 'Knowledge of distributed systems and complex payment infrastructures', 'Entrepreneurial mindset with experience building projects or products from concept to deployment']","['code', 'crypto', 'cryptocurrency', 'design', 'digital nomad', 'engineer', 'engineering', 'financial', 'fintech', 'front-end', 'frontend', 'full-stack', 'growth', 'junior', 'lead', 'manager', 'reliability', 'security', 'software', 'support', 'system', 'technical', 'typescript', 'web']",[],"['Flexible Remote Work:', 'Work from anywhere!', '$1000 WFH Stipend:', 'Use within your first year of employment.', 'MacBook Pro:', 'Procured by you and your manager to find a model that meets your needs.', 'Unlimited PTO:', 'We trust you to take as much holiday as you need.', 'Country-Specific Benefits:', 'Statutory offerings and contributions, managed via our employer-of-record.', '\\n', 'Apply Today!', ""If you strongly believe this role is for you, please apply. Notabene considers a broad array of candidates, including those without blockchain experience. Whether you're returning to work after a gap in employment, or taking the next step in your career path, we will be glad to have you on our radar."", 'Notabene is proud to be an equal employment workplace and an affirmative action employer. By valuing inclusion and diversity of all forms, we strictly prohibit and do not discriminate based on race, color, religion, national origin, gender, gender identity, gender expression, age, ancestry, citizenship, sexual orientation, status as a protected veteran, or any other legally protected characteristic.', ""Please mention the word **BLISSFUL** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-staff-frontend-engineer-notabene-1093179,1747303203,70000,110000,1093179
Staff Machine Learning Engineer,Warner Music Inc.,nan,,"['Develop a strong understanding of the business problems we are trying to solve.', 'Together with tech leadership and data scientists, identify the business problems that are amenable to machine learning solutions.  Then own models for those solutions end to end: define, design, train, evaluate, launch, maintain, improve.', 'Together with tech leadership and data scientists, identify the systems we need that enable us to scale our model training, iteration, and serving capabilities.  Then design, implement, and launch those systems.', 'Ensure that we are able to run modeling experiments and launches with maximal efficiency, quality, reliability, and repeatability in a large-scale environment with > 2TB of incoming data per day and a total corpus in excess of 20PB.', 'Mentor more junior MLEs and Data Scientists.', 'Work closely with cross-functional partners to define project objectives and deliverables.']","['9+ years of full-time hands-on experience building scaled ML systems, training large ML models, or equivalent experience.', 'Excellent coding and system design skills.  Strong practical ML knowledge, working knowledge of ML theory and how it influences modeling choices.', 'Experience using LLMs and other AI techniques in practical contexts.', 'High sense of ownership and a drive to deliver impact in a fast-paced, evolving, ambiguous environment', 'Ability to collaborate closely with Data Scientists, Software Engineers, and Product Managers.', 'Strong communication skills and ability to influence roadmaps and ML strategy.', 'Experience with cloud computing services or platforms (preferably AWS)', 'Experience with both Snowflake and Databricks is a plus', ""Bachelor's Degree or above in a quantitative field"", '\\n', ""As the home to 10K Projects, Asylum, Atlantic Music Group, East West, FFRR, Fueled by Ramen, Nonesuch, Parlophone, Rhino, Roadrunner, Sire, Warner Records, Warner Classics, and several other of the world's premier recording labels, Warner Music Group champions emerging artists and global superstars alike. And our renowned publishing company, Warner Chappell Music, represents genre-spanning songwriters and producers through a catalog of more than one million copyrights worldwide. Warner Music Group is also home to ADA, which supports the independent community, as well as artist services division WMX. In addition, WMG counts film and television storytelling powerhouse Warner Music Entertainment among its many brands."", 'Together, we are Warner Music Group: Independent Minds. Major Sound.', 'Love this job and want to apply?', 'Click the ""Apply"" link at the top of the page, or apply directly with your LinkedIn. Applying with LinkedIn will import all of the information you put in your profile, but will still allow you to upload a resume and cover letter.', ""Don't be discouraged if you don't hear from us right away. We're taking our time to review all resumes, and to find the best people for WMG."", 'Thanks for your interest in working for WMG.  We love it here, and think you will, too.', 'WMG is committed to inclusion and diversity in all aspects of our business. We are proud to be an equal opportunity workplace and will evaluate qualified applicants without regard to race, religious creed, color, age, sex, sexual orientation, gender, gender identity, gender expression, national origin, ancestry, marital status, medical condition as defined by state law (genetic characteristics or cancer), physical or mental disability, military service or veteran status, pregnancy, childbirth and related medical conditions, genetic information or any other characteristic protected by applicable federal, state or local law.', 'Copyright © 2025 Warner Music Inc.', ""Please mention the word **REFRESHED** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],"['ai', 'aws', 'cloud', 'communication', 'databricks', 'design', 'digital nomad', 'engineer', 'engineering', 'full-time', 'junior', 'music', 'snowflake', 'software', 'system', 'training']",[],[],9.0,https://remoteOK.com/remote-jobs/remote-staff-machine-learning-engineer-warner-music-inc-1093176,1747267220,60000,97500,1093176
Recruiter,Qualdoc,Remote - US Hours,,"['Utilize various sourcing methods (job boards, social media, networking, etc.) to attract qualified candidates for industrial and manufacturing positions.', 'Screen resumes and conduct initial phone screenings to assess candidate qualifications and fit for specific roles.', 'Coordinate and schedule interviews between candidates and hiring managers.', 'Conduct reference checks and background checks as needed.', 'Maintain accurate and up-to-date candidate records in the applicant tracking system (ATS).', 'Assist with drafting job descriptions and posting job openings on relevant platforms.', 'Build relationships with candidates, hiring managers, and other stakeholders.', 'Stay informed about industry trends and best practices in recruiting.', 'Participate in career fairs and other recruitment events to attract talent.', 'Provide administrative support to the recruitment team as needed.']","[""Bachelor's degree in human resources, Business Administration, or a related field."", 'A minimum of 2 years of recent experience in full-cycle recruiting, HR, or customer service is required.', '2 - 3 years of experience directly recruiting for Industrial/Manufacturing requirements is a must.', 'Proficiency in Microsoft Office suite and familiarity with applicant tracking systems (ATS) is a plus - particularly Bullhorn.', 'Strong communication and interpersonal skills.', 'Ability to work in a fast-paced environment and prioritize tasks effectively.', 'Openness to immediate process changes', 'Attention to detail and ability to maintain confidentiality.', 'Passion for learning and willingness to develop new skills.', '\\n', ""Please mention the word **ENTRANCING** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],"['communication', 'customer service', 'manager', 'microsoft', 'recruiter', 'recruiting', 'recruitment', 'support', 'system']",[],"[': Paid Time Off', ""We seek a motivated and detail-oriented individual to join our team as an Industrial/Manufacturing Recruiter. In this role, you will be responsible for sourcing, screening, and hiring candidates for various positions within the industrial and manufacturing sectors. You will work closely with the Account Manager to understand the hiring manager's staffing needs and develop effective recruitment strategies to attract top talent."", '\\n']",2.0,https://remoteOK.com/remote-jobs/remote-recruiter-qualdoc-1093175,1747267209,0,0,1093175
Social Media Expert,Contra,nan,,"['Manage and build a content calendar that aligns with our brand goals.', 'Develop creative graphics and content for platforms like Instagram and Facebook.', 'Post content three times a week on Instagram and Facebook.', 'Curate user-generated content (UGC) and engage with our community.', 'Write compelling captions and post text that resonates with our audience.', 'Schedule and optimize posts using relevant tools for each platform.', 'Analyze content performance and provide monthly insights and adjustments.', 'Hold bi-monthly strategy meetings to align on goals and outcomes.']","['Proven experience in social media strategy and community engagement.', 'Skilled with design tools and social media management platforms.', 'Strong communication skills and the ability to collaborate on brand strategy.', 'Familiarity with Facebook, Instagram, and current social media trends.', ""Please mention the word **HARMLESS** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],"['communication', 'social media']",[],[],,https://remoteOK.com/remote-jobs/remote-social-media-expert-contra-1093173,1747261413,120000,150000,1093173
App Designer,Contra,nan,,"['Brainstorm innovative app design ideas with our team.', ""Help create design concepts and solutions that align with the app's vision."", 'Work closely with us to refine and finalize design elements.', 'Contribute to user flows, wireframes, and interactive UI/UX elements.', 'Collaborate with the development team to ensure design consistency across platforms.', 'Ideal Qualifications', 'Experience in app design with a portfolio to show for it.', 'Strong understanding of UI/UX design principles.', 'Proficient in tools like Figma, Sketch, or Adobe XD.', 'Creative, detail-oriented, and excited to collaborate.', 'Good communicator and team player.', ""Please mention the word **CHARISMA** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],[],['designer'],[],[],,https://remoteOK.com/remote-jobs/remote-app-designer-contra-1093171,1747261339,120000,150000,1093171
Full Stack Software Engineer,Daisychain,Â,,"['\u200d', 'Work collaboratively to deliver new features of the Daisychain product to customers.', 'Take part in planning new features, understanding high-level customer requirements, and shaping the vision for the Daisychain product.', 'Participate in peer code review, technical planning and architectural decision making.', '\u200d', 'Experience Requirements', 'At least 3 years of experience writing ambitious full-stack software for the web.', 'Experience with a modern javascript framework like React or Vue.js', 'Experience with a model-view-controller web framework like Express.js, Django or Rails.', 'Experience with or openness to working remotely as part of a collaborative team.', 'Familiarity and experience with the ways that organizations and campaigns use the internet to create social change and organize people.', 'A passion for positive and progressive social change.', 'Fluent in written and spoken English', '\u200d']",[],"['Experience with AI/ML techniques.', 'Experience with voter files and other technologies that make up the political technology ecosystem.', 'Experience with column oriented databases or large scale data integration.', 'Technical Background', 'Our tech stack includes Ruby, Vue.js, Typescript, Clickhouse and Postgres, deployed on AWS. We are passionate about software engineering as a craft.\xa0 Daisychain is built on a solid foundation of best practices like continuous delivery, acceptance tests, monitoring and code review.']","['aws', 'dev', 'engineer', 'javascript', 'postgres', 'redis', 'ruby', 'typescript', 'vue']",[],"['\u200d', 'Daisychain is an Equal Opportunity Employer', 'We believe that diversity of ideas and perspectives makes our products and the movements that we serve stronger. We are proud to be an inclusive and equal-opportunity workplace, where all applicants and employees are considered for hire, promotion and job status without regard to race, ethnicity, color, religious affiliation, national origin, age, gender identity or expression, sexual orientation, or physical handicap.', ""Please mention the word **SATISFY** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-full-stack-software-engineer-daisychain-1093170,1747234894,70000,160000,1093170
Testing Engineer,Trial Library,"San Francisco, CA",,[],[],[],"['api', 'backend', 'code', 'engineer', 'engineering', 'frontend', 'health', 'healthcare', 'python', 'qa', 'reliability', 'security', 'software', 'system', 'test', 'testing', 'typescript']",[],[],,https://remoteOK.com/remote-jobs/remote-testing-engineer-trial-library-1093169,1747180807,70000,120000,1093169
Accountant,Find,Sliema,,"['Manage the full accounts receivable process, including payment follow-ups and client communication', 'Ensure timely and accurate invoicing and assist in resolving billing issues', 'Process payments and maintain accurate accounting entries (invoices, journals, reconciliations)', 'Support the preparation of management accounts and financial statements', ""Assisting in the implementation and ongoing management of procurement requests through the company's procurement tool"", 'Assist in the preparation of monthly and annual reports', 'Support internal and external audits with documentation and schedules', 'Contribute to the completion and submission of local VAT returns', 'Prepare various account reconciliations', 'Provide general accounting support and other duties as assigned']","['A partly qualified accountant or a degree in Accountancy', '2+ years of experience in a similar role', 'Good knowledge of accounting principles and reporting practices', 'Familiarity with IFRS and Maltese tax/VAT regulations', 'Strong proficiency in Microsoft Excel', 'Experience with Xero and/or QuickBooks is an asset', 'Experience in the iGaming sector is a plus', '\\n', ""Please mention the word **OUTSTRIP** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],"['accountant', 'accounting', 'controller', 'finance', 'financial', 'management', 'microsoft', 'non tech', 'operations', 'support']",[],[],2.0,https://remoteOK.com/remote-jobs/remote-accountant-find-1093168,1747152031,25000,65000,1093168
Commercial Content Editor,Find,iGaming,,"['Manage and refine the content pipeline for cryptocurrency-related content, from ideation to publication, ensuring editorial quality and timeliness.', 'Verify financial data, market insights, and regulatory information specific to the cryptocurrency industry.', 'Collaborate with SEO experts to optimise articles without compromising editorial integrity or readability.', 'Publish and maintain content within CMS platforms like WordPress, ensuring consistency and quality across layouts.', 'Work with editors, designers, developers, and the sales team to streamline workflows and align with business goals.', 'Ensure content complies with industry standards, especially in cryptocurrency and financial topics.', 'Help enforce editorial style guides and tone-of-voice consistency across all crypto content.', '\\n', 'Find.co', 'is an Equal Opportunity / Affirmative Action employer committed to diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, age, national origin, disability, protected veteran status, gender identity or any other factor protected by applicable federal, state, or local laws.', ""Please mention the word **GODLIKE** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]","['2–3 years in digital publishing or content editing, ideally focusing on cryptocurrency and/or fintech.', 'Exceptional command of English with strong editing, proofreading, and quality control abilities.', 'Deep knowledge of blockchain, DeFi, tokens, trading platforms, and emerging trends in the crypto space.', 'Skilled in using CMS (especially WordPress), SEO tools (SEMrush, Ahrefs), and familiar with basic HTML.', 'Ability to juggle multiple deadlines, prioritise tasks, and deliver under pressure.', 'Comfortable analysing content performance and making data-driven editorial decisions.', 'Excellent communication skills to work across multiple departments and time zones.', ""Bachelor's degree in Journalism, Communications, Marketing, or a related field."", 'Experience with compliance and regulatory content, especially in crypto or financial services.', 'Understanding of UX/UI best practices for digital publishing.', 'Familiarity with AI-enhanced editing and publishing tools.']",[],"['ai', 'blockchain', 'cms', 'communication', 'content', 'crypto', 'cryptocurrency', 'editing', 'financial', 'html', 'management', 'non tech', 'operations', 'proofreading', 'sales', 'seo', 'wordpress']",[],[],3.0,https://remoteOK.com/remote-jobs/remote-commercial-content-editor-find-1093167,1747152025,32500,70000,1093167
Salesforce Engineer,Oowlish Technology,Latin America's,,"['Develop and customize Salesforce applications to support customer data aggregation and management.', 'Translate business requirements into scalable, maintainable Salesforce solutions.', 'Integrate Salesforce with third-party systems using REST/SOAP APIs, MuleSoft, or middleware tools.', 'Optimize workflows and automation using Process Builder, Flow, and related tools.', 'Build reports and dashboards that provide actionable insights to stakeholders.', 'Conduct testing, debugging, and deployment of Salesforce components.', 'Troubleshoot issues and ensure high system performance and data security.']","['Proven experience as a', 'Salesforce Engineer or Developer', ', with a strong portfolio.', 'Proficiency in', 'Apex', ',', 'Visualforce', ', and', 'Lightning Web Components (LWC).', 'Experience integrating Salesforce with external systems (REST/SOAP APIs, MuleSoft, etc.).', 'Strong understanding of', 'Salesforce data models', ', workflows, and automation tools.', 'Familiarity with', 'CRM processes', 'and customer data management.', 'Experience in the', 'automotive or luxury goods industry', 'is a plus.', 'Excellent problem-solving skills and attention to detail.', 'Salesforce certifications', '(Developer, Platform App Builder) are preferred.', '\\n']",[],"['automation', 'crm', 'engineer', 'growth', 'problem-solving', 'salesforce', 'soap', 'software']",[],"['Home office;', 'Flexible Hours', 'Competitive compensation based on experience;', 'Career plans to allow for extensive growth in the company;', 'International Projects;', 'Oowlish English Program (Technical and Conversational);', 'Oowlish Fitness with Total Pass;', 'Pet adoption incentive;', 'PTO Bonus;', 'Games and Competitions;', 'You can also apply here:', 'Website: https://www.oowlish.com/work-with-us/', 'LinkedIn: https://www.linkedin.com/company/oowlish/jobs/', 'Instagram: https://www.instagram.com/oowlishtechnology/', ""Please mention the word **DILIGENT** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-salesforce-engineer-oowlish-technology-1093164,1747123216,60000,125000,1093164
Account Coordinator,Bluelight Consulting,Remote,,"['Client & Account Support:', 'Support Account Managers in organizing client deliverables and tracking next steps.', 'Join client calls for note-taking and exposure to client communication.', 'Assist in gathering and preparing materials for client meetings and reports.', 'Maintain up-to-date internal documentation to help Account Managers stay aligned.', 'Step in with administrative or coordination support when Account Managers are out.', 'Offer flexible support to meet the evolving needs of the agency.', '------------------------------------------------------------------------------------', 'Project & Task Coordination:', 'Help track project timelines and ensure internal deadlines are documented.', 'Send friendly reminders to team members about upcoming or overdue tasks.', 'Double-check that briefs and resources are shared before tasks begin.', 'Assist in updating task templates and internal workflows under Account Manager guidance.', '------------------------------------------------------------------------------------', 'Team Collaboration & Communication:', 'Meet weekly with Account Managers to understand challenges and support needs.', 'Check in weekly with internal specialists to surface blockers or support needs.', 'Relay specialist feedback to the Account Manager to help inform planning.', 'Coordinate hand-offs between departments (e.g., creative to paid media) to maintain flow.', 'Help facilitate cross-functional collaboration by keeping communication clear and organized.', 'Success Measurements', 'Client Satisfaction: Positive feedback and relationship strength with client accounts.', 'Project Delivery: Timeliness and quality of deliverables across campaigns.', 'Internal Coordination: Effective communication and collaboration with internal teams.', 'Task Management: High on-time task completion rate with minimal oversight.', 'Required Skills & Experience', '2-3 years in account coordination, marketing, project management, social media, or related fields.', 'Previous remote work experience and ability to work PST hours.', 'Exceptional written and verbal communication skills.', 'Strong organizational and time-management skills.', 'Attention to detail and resourceful problem-solving ability.', 'Adaptability to fast-paced environments and openness to feedback.', 'An strong interest in digital marketing and desire to grow in the marketing industry.', 'Bonus: Familiarity with platforms such as Instagram, Facebook, LinkedIn, TikTok, and tools like Teamwork, Notion, Slack, and Google Suite.', 'Bonus: Experience in copywriting, content creation, or influencer marketing.', 'Career Growth & Advancement', 'Potential progression into Account Manager and Senior Account Manager roles based on performance.', 'Opportunities to specialize in client strategy, campaign leadership, or team management with demonstrated proficiency and leadership skills.', 'Security & Compliance Requirements', 'Adherence to internal confidentiality policies and client-specific data handling requirements.', 'Reporting & Team Structure', 'Reports directly to the Account Manager.', 'Collaborates cross-functionally with creative, paid media, and influencer marketing teams.', 'No supervisory responsibilities initially but expected to manage tasks and project timelines independently.', 'Additional Expectations', 'Active participation in weekly team meetings, training sessions, and ongoing process improvements.', 'Contribution to a positive, solution-oriented team culture.', 'Commitment to professional development and continuous learning in digital marketing trends.']",[],[],"['consulting', 'content', 'coordinator', 'education', 'growth', 'management', 'manager', 'marketing', 'senior', 'support', 'training']",[],"['What The Missing Ingredient Offers', 'Fully remote work environment.', 'Full health, dental, and vision insurance coverage.', '401k with 100% matching up to 3% and 50% matching up to 5%. (Eligible after 6 months of employment)', 'Flexible paid vacation. (You are responsible for ensuring coverage while out)', 'Annual end-of-year profit sharing based on salary, tenure, and performance. Dependent on agency profitability at at the discretion of agency ownership.', 'Guaranteed minimum 3% salary increase YoY, with additional increases based on performance.', 'Ongoing education paid by The Missing Ingredient (courses, books, conferences, etc.), up to $500/year.', 'Opportunities for professional growth across various digital marketing disciplines.', 'Dynamic, collaborative, and mission-driven team culture.', '\\n', 'If you are interested please apply.', ""Please mention the word **IRRESISTIBLE** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-account-coordinator-bluelight-consulting-1093163,1747123210,80000,150000,1093163
Head of Growth,AVA Foundation,Us,,[],[],[],"['crypto', 'design', 'digital nomad', 'growth', 'lead', 'management', 'strategy', 'test', 'travel', 'web3']",[],[],,https://remoteOK.com/remote-jobs/remote-head-of-growth-ava-foundation-1093162,1747116004,40000,80000,1093162
Werkstudent im Bereich SAP &amp; Cloud Automation,Public Cloud Group,Erfolg,,[],[],[],"['cloud', 'linux', 'python']",[],[],,https://remoteOK.com/remote-jobs/remote-werkstudent-im-bereich-sap-amp-cloud-automation-public-cloud-group-1093160,1747065604,55000,80000,1093160
Senior Golang Engineer,WunderGraph,North Star,,[],[],[],"['engineer', 'golang', 'graphql', 'senior']",[],[],,https://remoteOK.com/remote-jobs/remote-senior-golang-engineer-wundergraph-1093159,1747044902,70000,120000,1093159
Software Engineering Team Lead,bloXroute Labs,Remote,,"['Lead a small team of blockchain core experts focusing on MEV services/mempool transactions for BSC', 'Create offerings that leverage the profit validators gain, while creating offerings for searchers', 'Develop and implement strategies to optimize performance', 'Collaborate with cross-functional teams to support blockchain best solutions', 'Provide insight on best practices working with validators and traders in regards to BSC', 'Play a pivotal role in increasing productivity, growth and engagement for the team', 'Work on special data analysis projects, as needed']","['2+ years experience in managing an Engineering team', 'At least 5 years of experience with designing, building, testing and implementing highly scalable and distributed backend systems', '3+ years experience in Blockchain in general', '2+ years experience in Blockchain MEV', 'Experience with ETH or BSC MEV, including mev-boost and PBS', 'Expertise using Go language', 'Strong communication and problem solving skills', 'Creative, independent, can do attitude, take ownership of overall responsibilities and a great team player', 'Ability to read, modify blockchain core code (geth, bor, prysm, ...)', '\\n', ""Please mention the word **ECENOMICAL** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],"['backend', 'blockchain', 'code', 'communication', 'engineering', 'go', 'growth', 'lead', 'software', 'support', 'testing']",[],[],2.0,https://remoteOK.com/remote-jobs/remote-software-engineering-team-lead-bloxroute-labs-1093158,1747040402,75000,102500,1093158
